no,name,smiles,property,prediction,dataset
198,1-(2-methoxyethyl)-1-methylpiperidinium bromide,C[N+]1(CCCCC1)CCOC.[Br-],4.6,4.314746754715189,Training
199,1-(3-hydroxypropyl)-1-methylpiperidinium chloride,C[N+]1(CCCCC1)CCCO.[Cl-],4.6,4.232434385598824,Training
200,1-(ethoxymethyl)-1-methylpiperidinium chloride,CCOC[N+]1(CCCCC1)C.[Cl-],4.23,4.259075467596989,Training
202,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide(1-),[N+]1(C)(CCCCC1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.16,3.254460039511503,Training
203,1-(3-sulfopropyl)pyridinium trifluoromethanesulfonate ,[n+]1(ccccc1)CCCS(=O)(=O)O.[O-]S(=O)(=O)C(F)(F)F ,3.9,3.77386639038845,Training
204,1-butyl-3-methylpyridinium dicyanidoamide,[n+]1(cc(C)ccc1)CCCC.[N-](C#N)C#N ,3.46,3.2313397304808915,Training
205,1-(2-Ethoxyethyl)pyridinium Bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)CCOCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.26,3.20368451416966,Training
206,1-(2-ethoxyethyl)pyridinium bromide ,[n+]1(ccccc1)CCOCC.[Br-] ,4.24,3.940222342333775,Training
207,1-(2-hydroxyethyl)pyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.79,3.6549258313161315,Training
209,1-(2-methoxyethyl)pyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)CCOC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.19,3.4347770650406124,Training
210,1-(3-hydroxypropyl)pyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)CCCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.55,3.5056628401984433,Training
211,1-(3-methoxypropyl)pyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)CCCOC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.38,3.20368451416966,Training
213,1-(ethoxymethyl)pyridinium chloride ,[n+]1(ccccc1)COCC.[Cl-] ,3.32,3.942528766991243,Training
214,1-Butyl-2-methylpyridinium Tetrafluoroborate,[n+]1(c(C)cccc1)CCCC.[B-](F)(F)(F)F ,3.25,3.09380634962765,Training
215,"1-Butyl-3,4-dimethylpyridinium Tetrafluoroborate",[n+]1(cc(C)c(C)cc1)CCCC.[B-](F)(F)(F)F ,3.02,2.8465759925090803,Training
216,"1-Butyl-3,5-dimethylpyridinium Tetrafluoroborate",[n+]1(cc(C)cc(C)c1)CCCC.[B-](F)(F)(F)F ,3.26,2.8465759925090803,Training
218,1-Butyl-4-methylpyridinium Tetrafluoroborate,[n+]1(ccc(C)cc1)CCCC.[B-](F)(F)(F)F ,2.98,3.09380634962765,Training
220,3-hydroxy-1-(propoxymethyl)pyridinium acesulfamates,[n+]1(cc(O)ccc1)COCCC.[N-]1C(=O)C=C(C)OS1(=O)=O ,3.5,3.512401750342047,Training
221,1-Cyanomethylpyridinium Chloride,[Cl-].NCCN1C=CCC=C1,3.79,3.711908117403733,Training
222,1-Hexyl-4-methylpyridinium Tetrafluoroborate,[n+]1(ccc(C)cc1)CCCCCC.[B-](F)(F)(F)F ,2.17,2.4088012704748176,Training
223,1-Octyl-4-methylpyridinium Tetrafluoroborate,[n+]1(ccc(C)cc1)CCCCCCCC.[B-](F)(F)(F)F ,1.49,1.5651800926672292,Training
224,1-Octyl-4-methylpyridinium Chloride,[n+]1(ccc(C)cc1)CCCCCCCC.[Cl-] ,1.63,1.616255399942526,Training
225,1-octylpyridinium chloride ,[n+]1(ccccc1)CCCCCCCC.[Cl-] ,1.27,1.6136538229435526,Training
226,4-(Dimethylamino)-1-butylpyridinium Bis(trifluoromethylsulfonyl)amide,[n+]1(ccc(N(C)C)cc1)CCCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,1.82,1.7672418676465362,Training
228,4-(dimethylamino)-1-ethylpyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccc(N(C)C)cc1)CC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,2.79,2.507201535032449,Training
229,4-(dimethylamino)-1-ethylpyridinium bromide ,[n+]1(ccc(N(C)C)cc1)CC.[Br-] ,2.9,2.749650792049229,Training
230,4-(dimethylamino)-1-hexylpyridinium chloride ,[n+]1(ccc(N(C)C)cc1)CCCCCC.[Cl-] ,0.93,0.9103485375885905,Training
231,4-(dimethylamino)-1-hexylpyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccc(N(C)C)cc1)CCCCCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,0.93,0.9771412461111102,Training
232,1-(3-hydroxypropyl)pyridinium chloride ,[n+]1(ccccc1)CCCO.[Cl-] ,4.6,4.05448358890811,Training
233,1-(2-methoxyethyl)pyridinium chloride ,[n+]1(ccccc1)CCOC.[Cl-] ,4.6,3.942528766991243,Training
235,"1-[(hexyloxy)methyl]-3-hydroxypyridinium 1,1-dioxo-1,2-dihydrobenzo[d]isothiazol-3-onate",[n+]1(cc(O)ccc1)COCCCCCC.[N-]1C(=O)c2ccccc2S1(=O)=O ,3.3,3.112587208944577,Training
237,"1-butyl-3,4-dimethylpyridinium chloride ",[n+]1(cc(C)c(C)cc1)CCCC.[Cl-] ,3.05,3.0376358910268566,Training
239,1-hexyl-3-methylpyridinium chloride ,[n+]1(cc(C)ccc1)CCCCCC.[Cl-] ,2.4,2.537153916817251,Training
240,1-butyl-3-methylpyridinium chloride ,[n+]1(cc(C)ccc1)CCCC.[Cl-] ,3.86,3.3422131304537657,Training
241,1-hexyl-4-methylpyridinium chloride ,[n+]1(ccc(C)cc1)CCCCCC.[Cl-] ,2.67,2.537153916817251,Training
244,1-pentylpyridinium bromide ,[n+]1(ccccc1)CCCCC.[Br-] ,3.15,3.29769871599878,Training
245,1-pentylpyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)CCCCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,2.85,2.712512300564286,Training
247,1-butylpyridinium hexafluorophosphate ,[n+]1(ccccc1)CCCC.[P-](F)(F)(F)(F)(F)F ,3.85,3.408105288213635,Training
248,1-butylpyridinium trifluoromethanesulfonate ,[n+]1(ccccc1)CCCC.[O-]S(=O)(=O)C(F)(F)F ,3.66,3.4947201337271627,Training
249,1-hexylpyridinium chloride ,[n+]1(ccccc1)CCCCCC.[Cl-] ,2.8,2.7145452304919004,Training
250,1-hexylpyridinium hexafluorophosphate ,[n+]1(ccccc1)CCCCCC.[P-](F)(F)(F)(F)(F)F ,2.51,2.8070220272796007,Training
251,1-hexylpyridinium trifluoromethanesulfonate ,[n+]1(ccccc1)CCCCCC.[O-]S(=O)(=O)C(F)(F)F ,2.54,2.8891533983764877,Training
252,1-hexylpyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)CCCCCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,2.87,2.3420569507010236,Training
253,1-ethylpyridinium chloride ,[n+]1(ccccc1)CC.[Cl-] ,4.22,4.066328748714074,Training
254,1-propylpyridinium bis(trifluoromethylsulfonyl)amide,[n+]1(ccccc1)CCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.2,3.2712373636387375,Training
255,3-hydroxy-1-(propoxymethyl)pyridinium chloride ,[n+]1(cc(O)ccc1)COCCC.[Cl-] ,2.9,3.6074602105414337,Training
256,1-[(heptyloxy)methyl]-3-hydroxypyridinium chloride ,[n+]1(cc(O)ccc1)COCCCCCCC.[Cl-] ,3.0,2.7053029477757997,Training
257,3-hydroxy-1-[(undecyloxy)methyl]pyridinium chloride ,[n+]1(cc(O)ccc1)COCCCCCCCCCCC.[Cl-] ,1.6,1.5973174515946775,Training
258,1-Cyanomethylpyridinium Bis(trifluoromethylsulfonyl)amide,NCCN1C=CCC=C1.FC(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,3.5,3.4800422978391903,Training
260,1-hexyloxymethyl-3-hydroxypyridinium acesulfamates,[n+]1(cc(O)ccc1)COCCCCCC.[N-]1C(=O)C=C(C)OS1(=O)=O ,3.4,2.879744989412305,Training
261,"1-[(heptyloxy)methyl]-3-hydroxypyridinium 6-methyl-2,2-dioxo-1,2,3-oxathiazin-4-onate ",[n+]1(cc(O)ccc1)COCCCCCCC.[N-]1C(=O)C=C(C)OS1(=O)=O ,3.0,2.6916759975506785,Training
262,3-hydroxy-1-undecyloxymethylpyridinium acesultamates,[n+]1(cc(O)ccc1)COCCCCCCCCCCC.[N-]1C(=O)C=C(C)OS1(=O)=O ,1.6,2.197430400791491,Training
263,"3-hydroxy-1-(propoxymethyl)pyridinium 1,1-dioxo-1,2-dihydrobenzo[d]isothiazol-3-onate",[n+]1(cc(O)ccc1)COCCC.[N-]1C(=O)c2ccccc2S1(=O)=O ,3.6,3.5749474107326553,Training
264,1-butoxymethyl-3-hydroxypyridinium saccharinates,[n+]1(cc(O)ccc1)COCCCC.[N-]1C(=O)c2ccccc2S1(=O)=O ,3.6,3.460142789585476,Training
265,1-butyl-4-methylpyridinium hexafluorophosphate ,[n+]1(ccc(C)cc1)CCCC.[P-](F)(F)(F)(F)(F)F ,3.3,3.2643243681540444,Training
267,"3-hydroxy-1-[(undecyloxy)methyl]pyridinium 1,1-dioxo-1,2-dihydrobenzo[d]isothiazol-3-onate",[n+]1(cc(O)ccc1)COCCCCCCCCCCC.[N-]1C(=O)c2ccccc2S1(=O)=O ,1.6,1.6214099749345439,Training
268,3-methyl-1-octylpyridinium chloride,[n+]1(cc(C)ccc1)CCCCCCCC.[Cl-] ,1.47,1.616255399942526,Training
269,4-(dimethylamino)-1-methylpyridinium iodide ,[n+]1(ccc(N(C)C)cc1)C.[I-] ,2.89,2.8500115936685897,Training
272,1-(2-hydroxyethyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.72,3.5823098571507925,Training
273,1-(2-methoxyethyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)CCOC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.3,3.4221064426482646,Training
274,1-(cyanomethyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)CC#N.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.8,3.7942240379878958,Training
275,1-(3-hydroxypropyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)CCCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.6,3.502686329670682,Training
276,1-(3-methoxypropyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)CCCOC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.4,3.358064980124708,Training
277,1-(ethoxymethyl)-1-methylpyrrolidinium chloride ,[N+]1(C)(CCCC1)COCC.[Cl-] ,3.05,4.379231262846343,Training
278,1-(ethoxymethyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)COCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.26,3.4221064426482646,Training
280,1-Butyl-1-methylpyrrolidinium Tetrafluoroborate,[N+]1(C)(CCCC1)CCCC.[B-](F)(F)(F)F ,2.9,2.977640184514039,Training
281,1-butyl-1-methylpyrrolidinium bromide ,[N+]1(C)(CCCC1)CCCC.[Br-] ,3.77,4.009219624490888,Training
282,1-Butyl-1-methylpyrrolidinium Dicyanamide,[N+]1(C)(CCCC1)CCCC.[N-](C#N)C#N,4.23,3.979966691604767,Training
283,1-hexyl-1-methylpyrrolidinium chloride ,[N+]1(C)(CCCC1)CCCCCC.[Cl-] ,2.91,3.3464846583458443,Training
284,1-Methyl-1-octylpyrrolidinium Tetrafluoroborate,[N+]1(C)(CCCC1)CCCCCCCC.[B-](F)(F)(F)F ,1.82,1.8030926666694913,Training
285,1-methyl-1-octylpyrrolidinium chloride ,[N+]1(C)(CCCC1)CCCCCCCC.[Cl-] ,2.59,2.7202228225360012,Training
286,1-(2-hydroxyethyl)-1-methylpyrrolidinium iodide ,[N+]1(C)(CCCC1)CCO.[I-] ,4.6,4.633156644113603,Training
287,1-butyl-1-methylpyrrolidinium chloride ,[N+]1(C)(CCCC1)CCCC.[Cl-] ,4.6,3.940420336663422,Training
288,1-(3-hydroxypropyl)-1-methylpyrrolidinium chloride ,[N+]1(C)(CCCC1)CCCO.[Cl-] ,4.6,4.422689052212841,Training
289,1-(2-methoxyethyl)-1-methylpyrrolidinium chloride ,[N+]1(C)(CCCC1)CCOC.[Cl-] ,4.6,4.379231262846343,Training
290,1-(2-ethoxyethyl)-1-methylpyrrolidinium bromide ,[N+]1(C)(CCCC1)CCOCC.[Br-] ,4.6,4.314746754715189,Training
292,1-butyl-1-methylpyrrolidinium trifluoridotris(pentafluoroethyl)phosphate,[N+]1(C)(CCCC1)CCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.41,2.08910860359217,Training
293,1-(cyanomethyl)-1-methylpyrrolidinium chloride ,[N+]1(C)(CCCC1)CC#N.[Cl-] ,4.23,4.5552024333359205,Training
294,1-(ethoxycarbonylmethyl)-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)amide,[N+]1(C)(CCCC1)CC(=O)OCC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.592176757,3.386466955959193,Training
295,1-(ethoxycarbonylmethyl)-1-methylpyrrolidinium bromide ,[N+]1(C)(CCCC1)CC(=O)OCC.[Br-] ,3.844477176,4.249473567056972,Training
296,1-(2-methoxyethyl)-1-methylpyrrolidinium trifluoridotris(pentafluoroethyl)phosphate(1-),C[N+]1(CCCC1)CCOC.C(F)(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.16,2.361061742746325,Training
297,1-(ethoxycarbonylmethyl)-1-methylpyrrolidinium trifluoridotris(pentafluoroethyl)phosphate(1-),C[N+]1(CCCC1)CCOC(=O)C.C(F)(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.91,2.8102673712357333,Training
298,1-octylquinolinium tetrafluoroborate,F[B-](F)(F)F.c12ccccc1ccc[n+]2CCCCCCCC,0.17,0.14473300342266482,Training
299,1-Butylquinolinium tetrafluoroborate(1-),F[B-](F)(F)F.c12ccccc1ccc[n+]2CCCC,2.16,1.973742723695029,Training
300,1-Butylquinolinium bromide,[Br-].c12ccccc1ccc[n+]2CCCC,2.32,2.1687809637544806,Training
301,1-Hexylquinolinium tetrafluoroborate(1-),[n+]1(cccc2ccccc12)CCCCCC.[B-](F)(F)(F)F,1.07,1.102390099856723,Training
302,1-Octylquinolinium bromide,[Br-].c12ccccc1ccc[n+]2CCCCCCCC,-0.03,-0.1463315986488185,Training
303,triethylsulfonium bromide,[Br-].[S+](CC)(CC)CC,3.4,3.479970380616314,Training
304,Diethylmethylsulfonium bis(trifluoromethylsulfonyl)imide,[S+](C)(CC)CC.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,3.48,3.2546168114470855,Training
305,1-Methyl-3-octyl-3H-imidazolium chloride,CCCCCCCCN1C=C[N+](=C1)C.[Cl-],2.0,1.8566822863064794,Training
306,1-Butyl-3-methyl-3H-imidazolium chloride,CCCCN1C=C[N+](=C1)C.[Cl-],3.55,3.590653016033269,Training
307,1-Hexadecyl-3-methyl-3H-imidazolium chloride,CCCCCCCCCCCCCCCCN1C=C[N+](=C1)C.[Cl-],-0.24,-0.1556341611888561,Training
308,1-Heptyl-3-methyl-3H-imidazolium chloride,CCCCCCC[NH+]1CN(C=C1)C.[Cl-],2.53,2.534772530821652,Training
310,1-Butyl-3-methyl-3H-imidazolium iodide,CCCCN1C=C[N+](=C1)C.[I-],3.48,3.5610998572802193,Training
312,1-Methyl-3-octyl-3H-imidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,1.59,1.594886852402472,Training
313,1-Methyl-3-propyl-3H-imidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCN1C=C[N+](=C1)C,3.45,3.3301870360473904,Training
314,1-Methyl-3-(4-methylbenzyl)-3H-imidazolium chloride,CC1=CC=C(C=C1)CN2C[NH+](C=C2)C.[Cl-],2.64,2.60242647028479,Training
315,"1-Hexyl-2,3-dimethyl-3H-imidazolium tetrafluoroborate",[B-](F)(F)(F)F.CCCCCCN1C=C[N+](=C1C)C,1.9,2.2831368315779623,Training
316,1-Benzyl-3-methyl-3H-imidazolium tetrafluoroborate,[B-](F)(F)(F)F.C[N+]1=CN(C=C1)CC2=CC=CC=C2,2.97,2.852678555726457,Training
317,1-Ethyl-3-methyl-3H-imidazolium acetate,CCN1C=C[N+](=C1)C.CC(=O)[O-],4.23,4.050359573767716,Training
318,1-Butyl-3-methyl-3H-imidazolium 2-(2-methoxyethoxy)ethyl sulfate,CCCCN1C=C[N+](=C1)C.COCCOCCOS(=O)(=O)[O-],3.15,3.2388097356380046,Training
319,1-Ethyl-3-methyl-3H-imidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],4.09,3.7846463635317753,Training
320,1-Butyl-3-methyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2.68,2.8983440896809394,Training
321,1-Methyl-3-octyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1.64,1.4994911296005662,Training
322,1-Ethyl-3-methyl-3H-imidazolium trifluoroacetate,CCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],4.0,3.906051768092907,Training
324,1-Butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,3.16,3.2779098740183628,Training
325,1-butyl-4-methylpyridinium chloride,CCCC[N+]1=CC=C(C=C1)C.[Cl-],3.32,3.3422131304537657,Training
327,1-Butylpyridinium bromide,CCCC[N+]1=CC=CC=C1.[Br-],3.9,3.711781786620691,Training
328,1-Butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,3.3,3.09380634962765,Training
329,1-Butylpyridinium trifluoromethanesulfonate,CCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],3.66,3.4947201337271627,Training
330,1-Hexylpyridinium trifluoromethanesulfonate,CCCCCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[O-],2.54,2.8891533983764877,Training
331,1-Butylpyridinium chloride,CCCC[N+]1=CC=CC=C1.[Cl-],3.77,3.585672462963273,Training
332,1-Hexyl-3-methylpyridinium chloride,CCCCCC[N+]1=CC=CC(=C1)C.[Cl-],2.4,2.537153916817251,Training
333,1-Hexyl-4-methylpyridinium chloride,CCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.67,2.537153916817251,Training
334,1-Hexyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCC[N+]1=CC=C(C=C1)C,2.17,2.4088012704748176,Training
335,1-(Ethoxymethyl)pyridinium chloride,CCOC[N+]1=CC=CC=C1.[Cl-],3.32,3.942528766991243,Training
336,1-Butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,3.25,3.09380634962765,Training
337,1-Propylpyridinium bis(trifluoromethylsulfonyl)amide,CCC[N+]1=CC=CC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3.2,3.2712373636387375,Training
338,1-Pentylpyridinium bromide,CCCCC[N+]1=CC=CC=C1.[Br-],3.15,3.29769871599878,Training
339,1-Butyl-2-methylpyridinium chloride,CCCC[N+]1=CC=CC=C1C.[Cl-],3.75,3.3422131304537657,Training
340,Benzyldimethyltetradecylammonium chloride,CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1.[Cl-],0.16,0.34440793836654304,Training
341,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)amide,CCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3.16,3.254460039511503,Training
342,1-(2-Methoxyethyl)-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide,C[N+]1(CCCCC1)CCOC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3.25,3.358064980124708,Training
343,1-Butyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)amide,CCCC[N+]1(CCCCC1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,3.41,3.134761115226525,Training
344,1-Hexylpyridinium chloride,CCCCCC[N+]1=CC=CC=C1.[Cl-],2.8,2.7145452304919004,Training
345,1-(Cyanomethyl)pyridinium chloride,C1=CC=[N+](C=C1)CC#N.[Cl-],3.79,4.166700585251231,Training
347,1-Hexyl-3-methyl-3H-imidazolium chloride,CCCCCCN1C=C[N+](=C1)C.[Cl-],2.82,2.8030530717599587,Training
348,1-Ethyl-3-methyl-3H-imidazolium chloride,CCN1C=C[N+](=C1)C.[Cl-],3.86,4.045035416188422,Training
350,1-Butyl-3-methyl-3H-imidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],3.0,3.3324528090824037,Training
351,1-Hexyl-3-methyl-3H-imidazolium bis(trifluoromethylsulfonyl)amide,CCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,2.24,2.209086952289841,Training
352,1-Ethyl-3-methyl-3H-imidazolium methyl sulfate,CCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],4.2,3.9163233739888104,Training
353,4-Methyl-1-octylpyridinium chloride,CCCCCCCC[N+]1=CC=C(C=C1)C.[Cl-],2.97,1.616255399942526,Training
354,1-Ethylpyridinium chloride,CC[N+]1=CC=CC=C1.[Cl-],4.22,4.066328748714074,Training
356,1-Butyl-3-methyl-3H-imidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCN1C=C[N+](=C1)C,3.11,3.1019251318482772,Training
4,Benzyldecyldimethylammonium Chloride,[N+](C)(C)(Cc1ccccc1)CCCCCCCCCC.[Cl-] ,0.64,1.5502922128267291,Test
8,Ethyl(2-hydroxyethyl)dimethylammonium Bis(trifluoromethylsulfonyl)amide,[N+](C)(C)(CC)CCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.7,3.6239893758563975,Test
11,tetrabutylammonium bromide ,[N+](CCCC)(CCCC)(CCCC)CCCC.[Br-] ,2.25,2.81839852017458,Test
13,ethyl(2-methoxyethyl)dimethylammonium chloride ,[N+](C)(C)(CC)CCOC.[Cl-] ,4.6,4.30801114236311,Test
14,ethyl(2-hydroxyethyl)dimethylammonium iodide ,[N+](C)(C)(CC)CCO.[I-] ,4.6,4.611043176203262,Test
18,ethyl(3-hydroxypropyl)dimethylammonium bis(trifluoromethylsulfonyl)amide,[N+](C)(C)(CC)CCCO.[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F ,3.83,3.5489670285827497,Test
21,(2-hydroxyethyl)ammonium formate ,[NH3+]CCO.[O-]C=O ,4.15,4.4062196276597385,Test
25,benzyltetradecyldimethylammonium chloride,[N+](C)(C)(Cc1ccccc1)CCCCCCCCCCCCCC.[Cl-] ,0.16,0.34440793836654304,Test
26,benzyldodecyldimethylammonium chloride ,[N+](C)(C)(Cc1ccccc1)CCCCCCCCCCCC.[Cl-] ,0.28,0.8680109826355737,Test
30,tetraethylammonium chloride ,[N+](CC)(CC)(CC)CC.[Cl-] ,3.78,4.436432725232234,Test
31,tetramethylammonium trifluoridotris(pentafluoroethyl)phosphate,[N+](C)(C)(C)C.[P-](F)(F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.03,2.6547366736481375,Test
37,3-Methyl-1-octylimidazolium Chloride,[N+]1(C)=CN(C=C1)CCCCCCCC.[Cl-] ,2.012837225,1.8566822863064794,Test
57,1-decyl-3-methylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCCCCCCCCC.[Cl-] ,1.34,1.0238478674824703,Test
67,1-Butyl-3-methylimidazolium Hexafluorophosphate,[N+]1(C)=CN(C=C1)CCCC.[P-](F)(F)(F)(F)(F)F ,3.096910013,3.309396109376788,Test
68,1-(2-Methoxypropyl)-3-methylimidazolium Bis(trifluoromethylsulfonyl)amide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.O(C)C(Cn1cc[n+](c1)C)C,3.342422681,4.034977152036572,Test
69,1-(2-Methoxypropyl)-3-methylimidazolium Chloride,[Cl-].O(C)C(Cn1cc[n+](c1)C)C,4.49,4.754436225244236,Test
70,1-butyl-3-ethyl-3H-imidazolium trifluoroacetate ,[N+]1(CC)=CN(C=C1)CCCC.[O-]C(=O)C(F)(F)F ,3.31386722,3.171094279679108,Test
71,1-butyl-3-ethyl-3H-imidazolium trifluoromethanesulfonate ,[N+]1(CC)=CN(C=C1)CCCC.[O-]S(=O)(=O)C(F)(F)F ,3.426511261,3.057148479547971,Test
72,1-Butyl-3-methylimidazolium Trifluoromethanesulfonate,[N+]1(C)=CN(C=C1)CCCC.[O-]S(=O)(=O)C(F)(F)F ,3.021189299,3.3324528090824037,Test
79,1-Butyl-3-methylimidazolium Thiocyanate,[N+]1(C)=CN(C=C1)CCCC.[S-]C#N ,3.416640507,3.2279062221506196,Test
86,1-Ethyl-3-methylimidazolium Toluene-4-sulfonate,CCN1C=C[N+](=C1)C.CC1=CC=C(C=C1)S(=O)(=O)[O-],3.81,3.4936351603153732,Test
91,1-Methyl-3-(2-phenylethyl)imidazolium Hexafluorophosphate,[N+]1(C)=CN(C=C1)CCc1ccccc1.[P-](F)(F)(F)(F)(F)F ,2.92788341,2.8019966369286755,Test
100,1-hexyl-3-methylimidazolium trifluoridotris(pentafluoroethyl)phosphate,[N+]1(C)=CN(C=C1)CCCCCC.[P-](F)(F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,1.428134794,1.310444976742397,Test
102,1-ethyl-3-methylimidazolium bis(pentafluoroethyl)phosphinate ,[N+]1(C)=CN(C=C1)CC.[O-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F ,2.832508913,2.722470774812965,Test
116,1-methyl-3-propylimidazolium chloride ,[N+]1(C)=CN(C=C1)CCC.[Cl-] ,4.6,3.8572901152488073,Test
